
Intensity Min Ch=6 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
0,,Spot,6,Image 1,2,55810,
0,,Spot,6,Image 1,2,55811,
0,,Spot,6,Image 1,2,55812,
0,,Spot,6,Image 1,2,55813,
0,,Spot,6,Image 1,2,55814,
0,,Spot,6,Image 1,2,55815,
0,,Spot,6,Image 1,2,55816,
0,,Spot,6,Image 1,2,55817,
0,,Spot,6,Image 1,2,55818,
0,,Spot,6,Image 1,2,55819,
0,,Spot,6,Image 1,2,55820,
0,,Spot,6,Image 1,2,55821,
0,,Spot,6,Image 1,2,55822,
0,,Spot,6,Image 1,2,55823,
0,,Spot,6,Image 1,2,55824,
0,,Spot,6,Image 1,2,55825,
0,,Spot,6,Image 1,2,55826,
0,,Spot,6,Image 1,2,55827,
0,,Spot,6,Image 1,2,55828,
0,,Spot,6,Image 1,2,55829,
0,,Spot,6,Image 1,2,55830,
0,,Spot,6,Image 1,2,55831,
0,,Spot,6,Image 1,2,55832,
0,,Spot,6,Image 1,2,55833,
0,,Spot,6,Image 1,2,55834,
0,,Spot,6,Image 1,2,55835,
0,,Spot,6,Image 1,2,55836,
0,,Spot,6,Image 1,2,55837,
0,,Spot,6,Image 1,2,55838,
0,,Spot,6,Image 1,2,55839,
0,,Spot,6,Image 1,2,55840,
0,,Spot,6,Image 1,2,55841,
0,,Spot,6,Image 1,2,55842,
0,,Spot,6,Image 1,2,55843,
0,,Spot,6,Image 1,2,55844,
0,,Spot,6,Image 1,2,55845,
0,,Spot,6,Image 1,2,55846,
0,,Spot,6,Image 1,2,55847,
0,,Spot,6,Image 1,2,55848,
0,,Spot,6,Image 1,2,55849,
0,,Spot,6,Image 1,2,55850,
0,,Spot,6,Image 1,2,55851,
0,,Spot,6,Image 1,2,55852,
0,,Spot,6,Image 1,2,55853,
0,,Spot,6,Image 1,2,55854,
0,,Spot,6,Image 1,2,55855,
0,,Spot,6,Image 1,2,55856,
0,,Spot,6,Image 1,2,55857,
0,,Spot,6,Image 1,2,55858,
